Station_Name,Open_Date,Open_Year,BOROUGH,Latitude,Longitude,EV Level2 EVSE Num,EV DC Fast Count,Groups With Access Code
92746 CHARGEPOINT 2,2022-08-18,2022,MANHATTAN,40.764945,-73.960624,2,NA,Public
NYC FLEET DPRWFMARINA-S2,2023-05-06,2023,QUEENS,40.761212,-73.857765,1,NA,Public
Parking Systems at 343 E 74th,2024-03-01,2024,MANHATTAN,40.76957,-73.95589,1,NA,Public
Staten Island Mall Macys,2020-08-31,2020,STATEN ISLAND,40.583139,-74.166332,2,NA,Public
99 Prospect Park W,2021-08-28,2021,BROOKLYN,40.66696,-73.975032,2,NA,Public
1 WATERLINE STATION#8,2022-03-08,2022,MANHATTAN,40.772871,-73.992514,2,NA,Public
Manhattan Beer Distributors,2021-12-07,2021,BRONX,40.807751,-73.901264,6,NA,Public
Bical Auto Mall - Bical Auto Mall DCFC,2023-08-30,2023,BROOKLYN,40.601815,-73.912651,NA,2,Public
161 W 61st St - Parking Garage,2023-07-17,2023,MANHATTAN,40.771538,-73.985872,10,NA,Public
Icon Parking OMNI - Tesla Destination,2018-10-17,2018,MANHATTAN,40.77592,-73.98313,3,NA,Public
2360 Amsterdam Ave - Basement 2,2022-12-03,2022,MANHATTAN,40.846036,-73.933078,10,NA,Public
CORP COMM 3 STATION 4 CC3,2023-01-26,2023,STATEN ISLAND,40.60401,-74.179524,2,NA,Public
Icon Parking 279 East 65th Street - Tesla Destination,2018-02-28,2018,MANHATTAN,40.764552,-73.962034,3,NA,Public
5935 Broadway,2021-06-25,2021,BRONX,40.888461,-73.899119,4,NA,Public
HAMPTON INN STATION 1,2020-11-05,2020,STATEN ISLAND,40.612696,-74.179012,2,NA,Public
Icon Parking Sutton 53 - Tesla Destination,2018-01-09,2018,MANHATTAN,40.755363,-73.963841,3,NA,Public
NYC Parking Kent,2021-08-17,2021,BROOKLYN,40.709168,-73.968491,1,NA,Public
Supercharge NYC,2022-07-26,2022,BROOKLYN,40.713589,-73.933059,NA,4,Public
430806  Avalon Brooklyn Bay,2019-02-06,2019,BROOKLYN,40.585908,-73.95379,5,NA,Public
506 W 181 St Garage-PARK-it - Tesla Destination,2019-08-28,2019,MANHATTAN,40.848358,-73.931743,4,NA,Public
GGMC Parking 8 E 33rd St Garage - Tesla Destination,2016-01-21,2016,MANHATTAN,40.747478,-73.98504,3,NA,Public
Mott Street Parking - Tesla Supercharger,2018-07-23,2018,MANHATTAN,40.717522,-73.997302,NA,2,Public
Helena 57 - Garage 1st Floor,2023-08-04,2023,MANHATTAN,40.770708,-73.99193,24,NA,Public
CENTERS HEALTHC EV-8,2024-02-14,2024,BROOKLYN,40.673181,-73.926415,2,NA,Public
Bay Street Landing Home Owners Association (BSL HOA),2024-09-12,2024,STATEN ISLAND,40.638653,-74.074971,6,NA,Public
Icon Parking 30 W 63rd St - Tesla Destination,2016-10-20,2016,MANHATTAN,40.770772,-73.981795,2,NA,Public
StuyTown 527 E 14 - Garage 6,2022-05-23,2022,MANHATTAN,40.7344,-73.9794,19,NA,Public
1235 Linden Blvd,2021-09-08,2021,BROOKLYN,40.654381,-73.913436,4,NA,Public
Icon Parking 101 W 15th - Tesla Destination,2018-08-10,2018,MANHATTAN,40.738371,-73.99688,4,NA,Public
Chelnik Parking NYC 880 5th - Tesla Destination,2015-12-17,2015,MANHATTAN,40.770292,-73.967735,2,NA,Public
"MTP Parking, The Helena - Tesla Destination",2016-08-19,2016,MANHATTAN,40.770709,-73.991725,2,NA,Public
Parkash 4769 LLC - 4769 White Plains,2022-08-05,2022,BRONX,40.905461,-73.849791,7,NA,Public
170 E End Ave,2021-08-21,2021,MANHATTAN,40.775792,-73.944015,2,NA,Public
iPark NYU 377 E 33rd Street - Tesla Destination,2017-08-23,2017,MANHATTAN,40.743405,-73.974735,3,NA,Public
The Carlton - Basement,2023-02-07,2023,MANHATTAN,40.78104,-73.956345,10,NA,Public
iPark - 67th Street,2021-06-01,2021,MANHATTAN,40.769134,-73.968707,1,NA,Public
540 WAVERLY 3,2024-01-06,2024,BROOKLYN,40.682187,-73.965917,2,NA,Public
Loews Regency New York - Tesla Destination,2016-10-13,2016,MANHATTAN,40.764423,-73.968865,3,NA,Public
Rapidpark 411 W 55th Street - Tesla Destination,2017-07-17,2017,MANHATTAN,40.766971,-73.987441,3,NA,Public
131 E 55th St - Garage Lower Level,2023-05-26,2023,MANHATTAN,40.760139,-73.970051,10,NA,Public
20RTAC GARAGE TOP,2023-02-21,2023,MANHATTAN,40.716132,-74.015557,2,NA,Public
iPark 34 N 7th Street 2 - Tesla Destination,2018-05-22,2018,BROOKLYN,40.720708,-73.96231,2,NA,Public
iPark 107 West 13th Street - Tesla Destination,2018-02-26,2018,MANHATTAN,40.736973,-73.99787,3,NA,Public
Superior Realty Group,2022-08-01,2022,BROOKLYN,40.61518,-74.031985,4,NA,Public
4320 Broadway-PARK-it - Tesla Destination,2019-08-28,2019,MANHATTAN,40.852461,-73.934084,4,NA,Public
Geneva on the Lake Resort,2022-10-26,2022,MANHATTAN,42.848887,-76.980257,4,NA,Public
86-70 Francis Lewis Blvd - Garage,2024-06-05,2024,QUEENS,40.72165,-73.760747,61,NA,Public
Matcha Electric,2024-05-15,2024,BROOKLYN,40.646,-74.024806,2,NA,Public
Icon Parking 524 East 73rd - Tesla Destination,2018-10-17,2018,MANHATTAN,40.766736,-73.951891,3,NA,Public
333 E 75th St.,2022-03-18,2022,MANHATTAN,40.7702,-73.95525,4,NA,Public
4 W 93rd St,2021-07-17,2021,MANHATTAN,40.789958,-73.966488,2,NA,Public
MTP Parking 568 Union Ave - Tesla Destination,2019-01-17,2019,BROOKLYN,40.718054,-73.951847,4,NA,Public
NYC FLEET DPRWFMARNA_4_L3,2023-11-04,2023,QUEENS,40.760345,-73.85546,NA,1,Public
Icon Parking 150 E 58th Street - Tesla Destination,2016-04-30,2016,MANHATTAN,40.76139,-73.968269,3,NA,Public
2 Lincoln Square,2024-04-04,2024,MANHATTAN,40.773498,-73.981374,4,NA,Public
169 West 95th St - Tesla Destination,2016-04-30,2016,MANHATTAN,40.793234,-73.970236,2,NA,Public
SGE - St. George Courthouse Garage,2016-08-08,2016,STATEN ISLAND,40.639469,-74.076912,3,NA,Public
iPark - The Tapestry,2024-07-11,2024,MANHATTAN,40.80239,-73.93438,20,NA,Public
Rapidpark 204 W 101st Street - Tesla Destination,2017-08-17,2017,MANHATTAN,40.797359,-73.968718,3,NA,Public
Bridge Towers Location 2,2023-11-03,2023,MANHATTAN,40.847958,-73.935109,9,NA,Public
Glenwood Management - Paramount Garage,2016-01-01,2016,MANHATTAN,40.74793,-73.974556,1,NA,Public
CORP COMM 3 STATION 10 CC3,2023-01-26,2023,STATEN ISLAND,40.60429,-74.17979,2,NA,Public
Fairmount Tenants Group - Garage,2022-03-20,2022,MANHATTAN,40.777035,-73.948773,12,NA,Public
PLG 123 Linden Apts - 1st Floor Garage,2023-07-20,2023,BROOKLYN,40.65261,-73.954377,20,NA,Public
419 Stuyvesant Ave,2021-12-22,2021,BROOKLYN,40.679727,-73.931347,2,NA,Public
1535 E 14th St - Basement 1,2022-10-31,2022,BROOKLYN,40.611982,-73.959622,8,NA,Public
GGMC Parking 75 Smith St Garage - Tesla Destination,2015-11-13,2015,BROOKLYN,40.689016,-73.988672,3,NA,Public
GMC Parking Narragansett - Tesla Destination,2017-08-10,2017,MANHATTAN,40.7758,-73.95087,3,NA,Public
613 Baltic - Garage,2021-09-27,2021,BROOKLYN,40.6807,-73.9805,5,NA,Public
Icon 299 Peal Street Seaport Parking - Tesla Destination,2016-06-30,2016,MANHATTAN,40.707679,-74.004687,3,NA,Public
Bristol Plaza - Garage,2023-06-26,2023,MANHATTAN,40.764955,-73.963483,8,NA,Public
iPark NYC Central Harlem Garage Corp. - Tesla Destination,2016-05-27,2016,MANHATTAN,40.80155,-73.948499,3,NA,Public
CENTERS HEALTHC EV-9,2024-02-14,2024,BROOKLYN,40.673233,-73.925648,2,NA,Public
JON - Jerome 190th Street Municipal Parking,2015-01-08,2015,BRONX,40.86334,-73.900066,5,NA,Public
GGMC Parking 350 W 43rd Street Garage - Tesla Destination,2016-01-21,2016,MANHATTAN,40.758586,-73.991341,3,NA,Public
Tribeca Green,2019-08-27,2019,MANHATTAN,40.71695,-74.014948,2,NA,Public
iPark 247 N 7th Street - Tesla Destination,2017-03-10,2017,BROOKLYN,40.715954,-73.954681,3,NA,Public
1345 Parking Garage - Tesla Destination,2017-12-07,2017,MANHATTAN,40.76351,-73.979364,3,NA,Public
NYU NYU # 1,2021-11-11,2021,MANHATTAN,40.72808,-73.99724,2,NA,Public
The Peninsula Hotel New York - Tesla Destination,2015-08-07,2015,MANHATTAN,40.761589,-73.975211,1,NA,Public
PANYNJ JFK Y GARAGE 5,2021-01-27,2021,QUEENS,40.645916,-73.779152,2,NA,Public
Champion Parking 60 East End Avenue - Tesla Destination,2016-01-07,2016,MANHATTAN,40.772712,-73.947045,3,NA,Public
Lincoln Square Garage,2022-07-10,2022,MANHATTAN,40.776152,-73.98282,1,NA,Public
"Littleman Driggs Parking, LLC - Tesla Destination",2018-05-24,2018,BROOKLYN,40.715033,-73.958595,3,NA,Public
Waterside Plaza Garage,2024-09-11,2024,MANHATTAN,40.73721,-73.974085,24,NA,Public
Hylan New Dorp Plaza,2022-05-27,2022,STATEN ISLAND,40.569064,-74.109548,2,NA,Public
33-10 Queens Blvd,2022-01-12,2022,QUEENS,40.744363,-73.93112,4,NA,Public
Rapid Park - 204 W 101st 2nd Floor,2022-01-26,2022,MANHATTAN,40.79743,-73.9687,4,NA,Public
ABM Parking Services 285 W 50th Street LLC - Tesla Destination,2016-03-10,2016,MANHATTAN,40.762411,-73.984495,3,NA,Public
4 W 21st St.,2022-02-15,2022,MANHATTAN,40.74057,-73.99147,4,NA,Public
1 WATERLINE STATION#5,2022-03-09,2022,MANHATTAN,40.772904,-73.992514,2,NA,Public
Chelsea29 - Tesla Destination,2024-07-01,2024,MANHATTAN,40.748395,-73.9937,6,NA,Public
430806  Avalon Brooklyn Bay (Shared),2019-02-06,2019,BROOKLYN,40.58711,-73.95346,1,NA,Public
Icon Parking 237 West Thames - Tesla Destination,2018-05-24,2018,MANHATTAN,40.708165,-74.016641,3,NA,Public
Icon Parking 200 E 32nd Street - Tesla Destination,2016-12-09,2016,MANHATTAN,40.744916,-73.980228,3,NA,Public
The Lucerne - First Floor - Garage 1st Floor,2023-04-13,2023,MANHATTAN,40.772356,-73.95332,20,NA,Public
1 WATERLINE STATION#10,2023-11-08,2023,MANHATTAN,40.772896,-73.992546,2,NA,Public
iPark NYC 183 E 73rd Street - Tesla Destination,2016-04-30,2016,MANHATTAN,40.770601,-73.960531,3,NA,Public
Center Park 250 Albany - Tesla Destination,2019-03-31,2019,MANHATTAN,40.709803,-74.015771,4,NA,Public
Park Kwik-300 Ashland - Tesla Destination,2019-10-11,2019,BROOKLYN,40.68608,-73.978252,4,NA,Public
Rapidpark 210 W 102nd Street - Tesla Destination,2017-08-17,2017,MANHATTAN,40.798108,-73.968204,3,NA,Public
PANYNJ JFK Y GARAGE 2,2019-11-02,2019,QUEENS,40.64572,-73.779384,2,NA,Public
Parkright 257 Gold Street - Tesla Destination,2015-11-13,2015,BROOKLYN,40.696848,-73.983071,3,NA,Public
Quik Park 1133 Garage LLC - Tesla Destination,2015-05-21,2015,MANHATTAN,40.755856,-73.984313,3,NA,Public
Icon Parking 990 Ave of the Americas - Tesla Destination,2016-05-03,2016,MANHATTAN,40.750844,-73.986188,3,NA,Public
171 E 84th St.,2022-08-02,2022,MANHATTAN,40.77798,-73.95555,4,NA,Public
Raymour & Flanigan RF#1091,2024-07-16,2024,BROOKLYN,40.581984,-73.984591,NA,4,Public
MPG 100 Jay Street - Tesla Destination,2017-08-17,2017,BROOKLYN,40.702194,-73.98672,3,NA,Public
ECS Main Office - Parking Lot,2021-11-30,2021,BROOKLYN,40.6742,-73.9958,2,NA,Public
COM1-1 COM1-2,2023-10-14,2023,MANHATTAN,40.747434,-74.000085,NA,1,Public
SWTCH Energy Inc.,2024-01-08,2024,BROOKLYN,40.7012,-73.9357,10,NA,Public
Quikpark 43-08 Crescent Street - Tesla Destination,2017-06-13,2017,MANHATTAN,40.748757,-73.943417,3,NA,Public
Standard Parking 15 Metrotech - Tesla Destination,2018-05-24,2018,BROOKLYN,40.693999,-73.983809,3,NA,Public
GGMC Parking 10 W 66th St Garage - Tesla Destination,2015-08-21,2015,MANHATTAN,40.772742,-73.979503,2,NA,Public
Atlantic Center - Tesla Supercharger,2019-09-30,2019,BROOKLYN,40.683715,-73.974337,NA,12,Public
iPark NYC 250 West Parking - Tesla Destination,2015-05-21,2015,MANHATTAN,40.742407,-73.999351,3,NA,Public
100 E 15th St - 100 E 15th St,2024-05-21,2024,MANHATTAN,40.735004000000004,-73.989356,10,NA,Public
iPark NYC 345 East Garage - Tesla Destination,2015-11-13,2015,MANHATTAN,40.773225,-73.952643,3,NA,Public
iPark 400 E 85th St - Tesla Destination,2019-01-17,2019,MANHATTAN,40.775953,-73.949738,4,NA,Public
WCS NS1 SOUTHERN,2020-06-12,2020,BRONX,40.850625,-73.881132,2,NA,Public
STATION 4TH FL MOTORGATE #2,2020-11-17,2020,MANHATTAN,40.764208000000004,-73.947198,2,NA,Public
Parkright 169 Ludlow Street - Tesla Destination,2018-05-24,2018,MANHATTAN,40.721713,-73.987533,3,NA,Public
PANYNJ LGATCGARAGE 5-1,2024-04-06,2024,QUEENS,40.769469,-73.865366,1,NA,Public
Mt Sinai Gustave Levy Pl - Garage,2021-09-07,2021,MANHATTAN,40.7901,-73.9537,28,NA,Public
Parkit 575 Washington - Tesla Destination,2015-06-01,2015,MANHATTAN,40.729364,-74.008513,6,NA,Public
Park Kwik LLC 50 Washington St. - Tesla Destination,2017-08-10,2017,BROOKLYN,40.702882,-73.990594,3,NA,Public
9 W 57th St - Garage,2022-07-09,2022,MANHATTAN,40.763867,-73.975023,13,NA,Public
GMC Copley Parking - Tesla Destination,2017-06-22,2017,MANHATTAN,40.775283,-73.981627,3,NA,Public
Prime Parking Systems - 155 E 68th Street - Tesla Destination,2015-07-23,2015,MANHATTAN,40.767743,-73.963665,3,NA,Public
Icon Parking 245 E 19th St. - Tesla Destination,2016-01-21,2016,MANHATTAN,40.735608,-73.983111,3,NA,Public
Champion Parking W 57th Street - Tesla Destination,2015-05-15,2015,MANHATTAN,40.76696,-73.983569,3,NA,Public
Parkit 221 Thompson Street - Tesla Destination,2015-11-13,2015,MANHATTAN,40.729234,-73.999013,3,NA,Public
IMPark 188 E 78th St - Tesla Destination,2019-03-31,2019,MANHATTAN,40.773665,-73.958333,2,NA,Public
1699 New York Ave - Tesla Destination,2024-07-01,2024,BROOKLYN,40.631576,-73.944294,4,NA,Public
JGU - Jerome Gun Hill Road Municipal Parking Garage,2024-01-30,2024,MANHATTAN,40.883002,-73.880698,4,NA,Public
GGMC Parking - 550 W 25th - Tesla Destination,2015-08-21,2015,MANHATTAN,40.74979,-74.005335,2,NA,Public
535 Carlton Ave,2022-07-08,2022,BROOKLYN,40.68092,-73.97076,4,NA,Public
Brooklyn Museum - Tesla Supercharger,2019-03-01,2019,BROOKLYN,40.669936,-73.963069,NA,10,Public
Waldorf Astoria New York - Tesla Destination,2015-03-19,2015,MANHATTAN,40.756722,-73.97406,2,NA,Public
Astor Place,2019-06-21,2019,MANHATTAN,40.7297,-73.991565,2,NA,Public
Liberty Green - Garage,2022-01-12,2022,MANHATTAN,40.7167,-74.01432,8,NA,Public
Tapestry - Garage,2023-03-26,2023,MANHATTAN,40.802628,-73.93443,1,NA,Public
Icon Parking 202 E 18th Street - Tesla Destination,2019-03-31,2019,MANHATTAN,40.735496,-73.985024,2,NA,Public
HAMPTON INN STATION 2,2021-01-27,2021,STATEN ISLAND,40.612688,-74.178948,2,NA,Public
Standard Parking 1 Metrotech - Tesla Destination,2018-05-24,2018,BROOKLYN,40.69306,-73.987222,3,NA,Public
MPG 266 E 97 St - Tesla Destination,2017-08-17,2017,MANHATTAN,40.785296,-73.947487,3,NA,Public
465 Pacific St - Garage,2022-08-22,2022,BROOKLYN,40.685493,-73.98254,17,NA,Public
imPark 422 E 79th Street - Tesla Destination,2017-06-07,2017,MANHATTAN,40.771879,-73.951627,3,NA,Public
Icon Parking 11 5th Ave - Tesla Destination,2016-01-21,2016,MANHATTAN,40.732085,-73.995829,3,NA,Public
AMNH-PARKING STATION 2,2024-09-30,2024,MANHATTAN,40.781414,-73.973682,2,NA,Public
GGMC Parking Carnegie Garage - Tesla Destination,2015-08-21,2015,MANHATTAN,40.78567,-73.954593,3,NA,Public
Staten Island Academy,2022-10-18,2022,STATEN ISLAND,40.59514,-74.1101,1,NA,Public - Credit card at all times
CENTERS HEALTHC EV-3,2024-02-14,2024,BROOKLYN,40.673561,-73.926143,2,NA,Public
Imperial Parking,2020-12-03,2020,MANHATTAN,40.744011,-73.974116,2,NA,Public
Rockefeller Univ - Garage Ground Floor,2022-07-07,2022,MANHATTAN,40.760823,-73.957536,25,NA,Public
Apple Parking 332 W 11th Street - Tesla Destination,2017-03-10,2017,MANHATTAN,40.735597,-74.007693,3,NA,Public
MPG 10 E 102nd Street - Tesla Destination,2017-08-30,2017,MANHATTAN,40.79136,-73.952155,3,NA,Public
Central Parking - 350 E 30th Street,2022-07-20,2022,MANHATTAN,40.741065,-73.975788,1,NA,Public
imPark 611 E 83rd Street - Tesla Destination,2016-12-27,2016,MANHATTAN,40.772681,-73.945488,3,NA,Public
277 Park Avenue,2021-10-19,2021,MANHATTAN,40.75519,-73.974142,20,NA,Public
145 Brooklyn Ave,2021-12-08,2021,BROOKLYN,40.674612,-73.944569,2,NA,Public
87-40 Francis Lewis Blvd - Garage,2024-06-10,2024,QUEENS,40.722417,-73.761698,42,NA,Public
GGMC Parking Stewart House Garage - Tesla Destination,2016-01-21,2016,MANHATTAN,40.731257,-73.992101,3,NA,Public
540 WAVERLY 1,2024-01-05,2024,BROOKLYN,40.682176,-73.96585,2,NA,Public
PANYNJ LGATCGARAGE 5-2,2024-04-06,2024,QUEENS,40.769481,-73.865372,1,NA,Public
The Stratford - Garage 1st Floor,2022-11-20,2022,MANHATTAN,40.76953,-73.9519,20,NA,Public
Champion Parking 113 LLC - Tesla Destination,2018-02-22,2018,MANHATTAN,40.80443,-73.961373,3,NA,Public
GGMC Parking 415 E 79th - Tesla Destination,2016-12-30,2016,MANHATTAN,40.771918,-73.951679,3,NA,Public
Parkright 300 E 77th St - Tesla Destination,2015-11-13,2015,MANHATTAN,40.771794,-73.955624,3,NA,Public
Pinnacle City - 1st Floor,2022-08-21,2022,BROOKLYN,40.720345,-73.961534,5,NA,Public
iPark NYC 88th Street Garage - Tesla Destination,2015-06-22,2015,MANHATTAN,40.788008,-73.971611,3,NA,Public
W 75th Parking Garage - Tesla Supercharger,2018-07-23,2018,MANHATTAN,40.780976,-73.980414,NA,4,Public
Manhattan Parking 110 LLC - Tesla Destination,2017-02-06,2017,MANHATTAN,40.803934,-73.966049,3,NA,Public
DES - Delancey and Essex Municipal Parking Garage,2018-04-16,2018,MANHATTAN,40.719319,-73.988197,8,4,Public
